code_postale;label;lat;long
83210;belgentier;43.239831488;5.996173887
83890;besse sur issole;43.339966739;6.1779088380000005
83119;brue auriac;43.527567689;5.937031994
83740;la cadiere d azur;43.203491632;5.725122471
83300;chateaudouble;43.623888872;6.435755229
83670;chateauvert;43.501301323;6.01101037
83840;chateauvieux;43.788294257;6.596183055
83260;la crau;43.163501013;6.09283597
83570;entrecasteaux;43.511361565;6.234750523
83560;esparron;43.587265552;5.8488503210000005
83440;fayence;43.61027871;6.678510678
83440;montauroux;43.598693914;6.789332841
83190;ollioules;43.139064375;5.854110349
83790;pignans;43.296765224;6.253968886
83480;puget sur argens;43.471922589;6.686208116
83380;roquebrune sur argens;43.428640587;6.651852932
83136;la roquebrussanne;43.336957299;5.983728661
83136;ste anastasie sur issole;43.333370774;6.124850912
83270;st cyr sur mer;43.172604284;5.708900987
83560;st julien;43.700018425;5.9145497680000005
83990;st tropez;43.262398306;6.663587018
83690;salernes;43.561684829;6.228989057
83110;sanary sur mer;43.13878141;5.795702599
83500;la seyne sur mer;43.08924215;5.870866841
83140;six fours les plages;43.0863928;5.827525565
83210;sollies ville;43.178261675;6.017938691
83460;taradeau;43.460748261;6.430592993
83340;le thoronet;43.458837193;6.283676405
83820;rayol canadel sur mer;43.164153626;6.475314013
84210;althen des paluds;44.005174387;4.958647652
84240;ansouis;43.736610005;5.472027536
84390;aurel;44.138204203;5.396755865
84330;le barroux;44.154558416;5.099882163
84220;beaumettes;43.863322627;5.203026546
84480;bonnieux;43.826950498;5.314742987
84160;cadenet;43.730287843;5.383519168
84850;camaret sur aigues;44.159856068;4.884064554
84200;carpentras;44.059401057;5.061441954
84510;caumont sur durance;43.891652897;4.95616168
84300;cavaillon;43.85053009;5.036113692
84360;lauris;43.763206405;5.302982751
84560;menerbes;43.824118794;5.221006415
84120;mirabeau;43.704643567;5.642882808
84390;monieux;44.057436428;5.341257833
84310;morieres les avignon;43.933579572;4.90857416
84130;le pontet;43.968547069;4.865240397
84110;roaix;44.255151652;5.01495182
84240;sannes;43.757264196;5.487646861
84800;saumane de vaucluse;43.937971109;5.111709226
84700;sorgues;44.015034002;4.866757059
84190;suzette;44.171485238;5.061968024
84530;villelaure;43.707420541;5.430834864
83840;bargeme;43.729949565;6.571045401
83670;barjols;43.552469485;5.987665857
83840;la bastide;43.747937021;6.632908232
83149;bras;43.470276552;5.958376761
83170;camps la source;43.373075075;6.12023956
83570;cotignac;43.523396497;6.14459237
83210;la farlede;43.161547887;6.042887492
83340;flassans sur issole;43.376456675;6.221855089
83780;flayosc;43.542368059;6.362986898
83370;frejus;43.471998616;6.7637263690000005
83130;la garde;43.126817292;6.019395152
83136;gareoult;43.340180553;6.040515622
83580;gassin;43.239612711;6.585814204
83310;grimaud;43.282309787;6.533078256
83340;le luc;43.380492372;6.306553979
83136;meounes les montrieux;43.273712699;5.967082204
83570;montfort sur argens;43.481428079;6.125546986
83490;le muy;43.46874;6.576981879
83860;nans les pins;43.379045269;5.784977895
83136;neoules;43.294362764;6.026162139
83120;le plan de la tour;43.338480402;6.547734778
83520;roquebrune sur argens;43.428640587;6.651852932
83840;la roque esclapon;43.720954726;6.648787392
83170;rougiers;43.382283448;5.851064648
83700;st raphael;43.457632505;6.8474878320000006
83440;seillans;43.64680917;6.612801997
83870;signes;43.277606259;5.857143898
83440;tanneron;43.575103131;6.856352088
83720;trans en provence;43.50209294;6.489066856
83840;trigance;43.741506371;6.436563889
84140;avignon;43.935441391;4.841098248
84120;la bastidonne;43.693594717;5.577953312
84210;le beaucet;43.974770904;5.130795808
84370;bedarrides;44.048012659;4.907946161
84110;buisson;44.276284942;5.001523495
84860;caderousse;44.110288299;4.743713416
84330;caromb;44.111970943;5.106880021
84750;caseneuve;43.888584878;5.479847169
84230;chateauneuf du pape;44.060037857;4.827345437
84350;courthezon;44.086786568;4.882075425
84410;crillon le brave;44.118183107;5.151254357
84160;cucuron;43.778272757;5.443158293
84400;gignac;43.92793003;5.523415981
84400;lagarde d apt;43.984255113;5.481344492
84840;lapalud;44.306638028;4.67983977
84100;orange;44.128989058;4.810276775
84240;peypin d aigues;43.796321889;5.559406181
84190;la roque alric;44.144674981;5.068733958
84400;rustrel;43.929823965;5.475520137
84110;sablet;44.194625067;5.001057038
84390;st christol;44.031283904;5.503658976
84210;st didier;44.009469643;5.108246227
84330;st hippolyte le graveyron;44.120796433;5.076060908
84110;st marcellin les vaison;44.237680214;5.101948419
84330;st pierre de vassols;44.095225784;5.144343084
84490;st saturnin les apt;43.959082698;5.373238088
84260;sarrians;44.099418305;4.957307748
84240;la tour d aigues;43.721716606;5.56738522
84850;travaillan;44.189438315;4.908368837
84110;vaison la romaine;44.247876503;5.060194565
84270;vedene;43.971115337;4.902945698
84820;visan;44.326875817;4.944154695
83630;aiguines;43.72853546;6.304429485
83111;ampus;43.628565104;6.372011613
83560;artigues;43.576458729;5.802377665
83630;aups;43.624951741;6.221333281
83630;baudinard sur verdon;43.713641032;6.133621041
83630;bauduen;43.715553173;6.202629896
83330;le beausset;43.207599292;5.820699742
83230;bormes les mimosas;43.162362497;6.349491009
83340;le cannet des maures;43.373762201;6.375430928
83660;carnoules;43.294452147;6.196839152
83310;cogolin;43.246786273;6.521154338
83570;correns;43.486441513;6.068262984
83420;la croix valmer;43.195605414;6.585791542
83680;la garde freinet;43.323590674;6.467028664
83250;la londe les maures;43.16893078;6.242559738
83510;lorgues;43.481755142;6.358776887
83340;les mayons;43.306581152;6.359963655
83136;mazaugues;43.344667251;5.894997636
83630;moissac bellevue;43.647154809;6.166961039
83131;montferrat;43.636470394;6.47847346
83470;ollieres;43.510453473;5.816777065
83910;pourrieres;43.49405958;5.747046397
83220;le pradet;43.100102875;6.028054834
83390;puget ville;43.276478851;6.14917647
83350;ramatuelle;43.218660031;6.637286952
13780;riboux;43.307663398;5.757074525
83440;st paul en foret;43.565307082;6.683044497
83210;sollies pont;43.190827953;6.063279006
83210;sollies toucas;43.212574967;5.9869655470000005
83100;toulon;43.136537115;5.93259923
83690;tourtour;43.593480329;6.310811397
84240;la bastide des jourdans;43.794546657;5.647002859
84120;beaumont de pertuis;43.737407377;5.696119266
84570;blauvac;44.037024518;5.243949368
84220;cabrieres d avignon;43.89592032;5.153119091
84460;cheval blanc;43.788643275;5.124251803
84340;entrechaux;44.222281548;5.13356909
84400;gargas;43.896300301;5.343541623
84220;goult;43.8673063;5.248269902
84220;joucas;43.926834624;5.25282527
84190;lafare;44.15529569;5.049986263
84800;lagnes;43.892516491;5.114850474
84160;lourmarin;43.777938467;5.365744432
84340;malaucene;44.188572153;5.149917247
84660;maubec;43.841955502;5.137315241
84380;mazan;44.054667772;5.130335646
84360;merindol;43.761708925;5.200721923
84570;methamis;44.012910333;5.253178439
84430;mondragon;44.243316161;4.724608331
84170;monteux;44.033895684;4.984764213
84240;la motte d aigues;43.784204703;5.521454341
84120;pertuis;43.687552946;5.520114663
84400;saignon;43.860337835;5.437886405
84390;st leger du ventoux;44.205989197;5.270873405
84760;st martin de la brasque;43.764162851;5.539433778
84220;st pantaleon;43.878482126;5.216626494
84390;st trinit;44.096394219;5.478685674
84100;uchaux;44.215720166;4.801821427
84600;valreas;44.376863101;4.993552541
84800;fontaine de vaucluse;43.922148851;5.13128447
84400;villars;43.951412488;5.433435101
84110;villedieu;44.288369878;5.04762668
84570;villes sur auzon;44.06615941;5.257349726
84150;violes;44.176754878;4.951343752
84240;vitrolles en luberon;43.813665134;5.598491039
83630;artignosc sur verdon;43.693733679;6.108134862
83830;bargemon;43.633547435;6.542512889
83840;brenon;43.765572332;6.53776499
83830;callas;43.565639763;6.573592517
83240;cavalaire sur mer;43.181913199;6.520970649
83830;claviers;43.599015472;6.585726109
83390;cuers;43.241226303;6.068335398
83300;draguignan;43.535944749;6.454517999
83590;gonfaron;43.32041684;6.300404384
83310;la mole;43.216084859;6.47635865
83440;mons;43.698851096;6.709315573
83470;pourcieux;43.464740837;5.788514618
83560;st martin de pallieres;43.574139001;5.8882352860000005
83640;st zacharie;43.377720814;5.718253943
83630;les salles sur verdon;43.768127969;6.206321255
83690;sillans la cascade;43.56600477;6.165546454
83000;toulon;43.136537115;5.93259923
83170;tourves;43.408846352;5.926969004
83143;le val;43.445700753;6.051575213
83160;la valette du var;43.150224712;5.9918252370000005
83670;varages;43.596234621;5.944941932
83550;vidauban;43.401352448;6.449345605
83690;villecroze;43.564911115;6.284724393
83560;vinon sur verdon;43.722271198;5.807383514
84400;apt;43.879017119;5.38838917
84810;aubignan;44.097613099;5.032124671
84000;avignon;43.935441391;4.841098248
84190;beaumes de venise;44.12360044;5.028693813
84500;bollene;44.288058774;4.752512749
84290;cairanne;44.230180072;4.933261008
84110;faucon;44.252378442;5.142941179
84410;flassan;44.098620985;5.264533135
84240;grambois;43.760837462;5.604418896
84800;l isle sur la sorgue;43.913114892;5.056312189
84450;jonquerettes;43.949769223;4.944109584
84150;jonquieres;44.132179539;4.913400869
84480;lacoste;43.82604211;5.266142488
84870;loriol du comtat;44.075447966;5.005070394
84570;malemort du comtat;44.01923575;5.167740464
84330;modene;44.106054075;5.128036037
84570;mormoiron;44.069938604;5.19088187
84550;mornas;44.203929633;4.739977331
84210;pernes les fontaines;43.996103878;5.040082836
84420;piolenc;44.177716983;4.765961467
84360;puget;43.769300372;5.256972346
84160;puyvert;43.749853969;5.3378667140000005
84600;richerenches;44.355431906;4.903692894
84110;st romain en viennois;44.262108597;5.101913718
84450;st saturnin les avignon;43.962666339;4.940693838
84390;savoillan;44.174825153;5.372080932
84830;serignan du comtat;44.193988174;4.847630621
84300;taillades;43.831424833;5.094660627
84250;le thor;43.928289736;4.99312206
84190;vacqueyras;44.145482822;4.979230021
84750;viens;43.903460025;5.560322168
06620;le bar sur loup;43.69919587;6.961901751
06670;castagniers;43.792498564;7.22781124
06670;levens;43.850270722;7.240062794
06660;st dalmas le selvage;44.289608147;6.841124353
06660;st etienne de tinee;44.249071077;6.924614376
06560;valbonne;43.628057549;7.029318403
04660;champtercier;44.096652172;6.144287061
04800;st martin de bromes;43.777138423;5.9614278810000005
06510;bouyon;43.825429432;7.126048104
06510;consegudes;43.840773571;7.044982232
06510;les ferres;43.842426135;7.093460901
06540;fontan;44.021835341;7.544621929
06620;gourdon;43.724344554;6.963690819
06650;opio;43.657884088;7.008292211
06670;la roquette sur var;43.833121283;7.204796893
06670;st blaise;43.813405911;7.231036162
06570;st paul de vence;43.694850951;7.121052961
06530;speracedes;43.653267473;6.857465781
06590;theoule sur mer;43.498528479;6.92979396
04600;chateau arnoux st auban;44.085162023;5.992381899
04800;esparron de verdon;43.743694432;5.988997369
06530;cabris;43.660108934;6.878443003
06500;castillon;43.836166164;7.465192851
06620;cipieres;43.769787869;6.928424581
06510;gattieres;43.765091397;7.169315639
06610;la gaude;43.721154488;7.159979747
06520;grasse;43.655947795;6.931948216
06540;saorge;43.993923699;7.53714378
04800;greoux les bains;43.767601156;5.865168462
04870;st michel l observatoire;43.909537513;5.720175386
06600;antibes;43.587761948;7.105220285
06540;breil sur roya;43.940231076;7.503686305
06510;le broc;43.815169637;7.15970157
06670;duranus;43.893637625;7.279665671
06500;menton;43.791862947;7.493340539
06550;la roquette sur siagne;43.585405273;6.94985328
06650;le rouret;43.679598067;7.010240499
06530;st cezaire sur siagne;43.659765012;6.803003486
06690;tourrette levens;43.786501099;7.272671335
04850;jausiers;44.387641542;6.786576163
04600;montfort;44.058584917;5.952291264
04860;pierrevert;43.806506526;5.722192402
06510;bezaudun les alpes;43.803773081;7.093057164
06510;carros;43.784756619;7.184265344
06500;castellar;43.821768857;7.499043436
06670;colomars;43.758646519;7.223380391
06620;courmes;43.752512486;7.017552151
06500;gorbio;43.78613749;7.444438994
06620;greolieres;43.807349377;6.932138589
06580;pegomas;43.587054102;6.921780584
06530;peymeinade;43.630626198;6.88147969
06500;ste agnes;43.804704332;7.46159515
06640;st jeannet;43.75904128;7.140602155
06670;st martin du var;43.816588633;7.199542248
06530;le tignet;43.624075656;6.852550628
05110;curbans;44.408358162;6.029812711
05260;chabottes;44.647656725;6.167295644
05700;chanousse;44.364610144;5.660014819
05230;chorges;44.54569412;6.288031885
05200;embrun;44.580659411;6.4757196310000005
05190;espinasses;44.492498311;6.232488404
05140;la faurie;44.567220943;5.740610682
05500;laye;44.641984097;6.071415051
05400;manteyer;44.533375098;5.950183417
05140;montbrand;44.591693029;5.6676536330000005
05100;montgenevre;44.939278839;6.727939354
05400;montmaur;44.590386653;5.885553981
05700;montrond;44.387093771;5.74635717
05170;orcieres;44.683805664;6.34901996
05200;les orres;44.485055398;6.579809831
05400;oze;44.506004785;5.79903209
05290;vallouise pelvoux;44.872925252;6.426552143
05100;puy st pierre;44.897861893;6.6045589840000005
05400;la roche des arnauds;44.584108461;5.96017732
05150;rosans;44.400636504;5.46131633
05500;st bonnet en champsaur;44.697641252;6.099255379
05260;st jean st nicolas;44.674487268;6.230922213
05140;st julien en beauchene;44.626245808;5.72001656
05260;st leger les melezes;44.646796288;6.21183244
05200;st sauveur;44.537103283;6.529370733
05400;le saix;44.463813455;5.833781653
05700;savournon;44.423665695;5.799423827
05130;valserres;44.489450769;6.138105639
06800;cagnes sur mer;43.672201175;7.152404366
06850;gars;43.861009337;6.816294353
06710;massoins;43.947939885;7.123987377
06850;st auban;43.830948455;6.739645284
06700;st laurent du var;43.686382321;7.182232303
06750;seranon;43.765370896;6.6910368810000005
06830;tourette du chateau;43.877469719;7.137336372
05120;l argentiere la bessee;44.782070828;6.472010482
05140;aspremont;44.493223136;5.720869788
05140;aspres sur buech;44.560462282;5.786094829
05190;breziers;44.420980682;6.223550677
05100;briancon;44.899517292;6.649260634
05100;cervieres;44.853314036;6.765254072
05500;aubessagne;44.7447241;6.029953568
05200;crevoux;44.537628323;6.624869704
05140;la haute beaume;44.568560384;5.62856726
05100;nevache;45.044117938;6.598776794
05500;poligny;44.685161511;6.034247237
05200;puy sanieres;44.556521541;6.43679687
05160;reallon;44.610656103;6.361066429
05190;rochebrune;44.45210792;6.192158194
05190;rousset;44.484860334;6.267224857
05400;st auban d oze;44.487952961;5.848709597
05250;le devoluy;44.684793407;5.890858686
05500;st laurent du cros;44.634191325;6.10904639
05160;savines le lac;44.526733793;6.394528554
05700;trescleoux;44.354959456;5.718556716
06790;aspremont;43.775843156;7.244763165
06830;bonson;43.862030734;7.182702004
06850;brianconnet;43.865150751;6.745082195
06740;chateauneuf grasse;43.663657239;6.970601427
06710;malaussene;43.915440714;7.141271688
06830;revest les roches;43.883760226;7.167898923
06710;thiery;43.974208717;7.042552901
06750;valderoure;43.793892178;6.708554371
06710;villars sur var;43.951355877;7.079983518
05160;pontis;44.495756708;6.364976647
05460;abries ristolas;44.774752599;6.967890004
05470;aiguilles;44.779667302;6.875268309
05230;avancon;44.533968925;6.191633785
05230;la batie neuve;44.579859313;6.213234463
05150;valdoule;44.459637603;5.521814225
05500;buissard;44.657319076;6.147207724
05400;chabestan;44.477108469;5.783257643
05700;l epine;44.424527243;5.6106048390000005
05110;esparron;44.462606109;5.892973952
05500;la fare en champsaur;44.665906285;6.057979533
05400;furmeyer;44.536999512;5.876085379
05700;mereuil;44.383784081;5.7122633480000005
05150;montjay;44.366604207;5.614585043
05700;orpierre;44.315006489;5.705886942
05200;puy st eusebe;44.568960161;6.410786511
05400;rabou;44.606085145;6.011001202
05200;st andre d embrun;44.58694857;6.571100472
05700;ste colombe;44.289156685;5.668118003
05120;st martin de queyrieres;44.837914226;6.582448375
05240;la salle les alpes;44.952685908;6.565169995
05700;sigottier;44.458237246;5.6859058860000005
05130;sigoyer;44.480579175;5.969557907
05100;villar st pancrace;44.839376537;6.650357831
05110;vitrolles;44.424231676;5.947478429
06810;auribeau sur siagne;43.612021484;6.911660116
06750;caille;43.768954071;6.75662812
06730;st andre de la roche;43.745200317;7.288470519
06710;touet sur var;43.943578383;7.013772838
05200;baratier;44.504348928;6.50566626
05110;barcillonnette;44.430111214;5.905139193
05700;le bersac;44.405901165;5.753709761
05200;crots;44.4962384;6.4619002210000005
05700;etoile st cyrice;44.321081872;5.643692946
05260;forest st julien;44.629750934;6.141418976
05110;lardier et valenca;44.437077507;5.973296701
05500;la motte en champsaur;44.740818336;6.128836095
05700;la piarre;44.478428598;5.648731725
05230;prunieres;44.543444774;6.336974173
05100;puy st andre;44.891257564;6.566326407
05290;puy st vincent;44.814289823;6.464203869
05190;remollon;44.471613471;6.159540038
05150;ribeyret;44.410499973;5.55778133
05160;st apollinaire;44.557252776;6.355089557
05130;st etienne le laus;44.507922275;6.163314205
05500;st julien en champsaur;44.668325095;6.12919955
05160;le sauze du lac;44.48587715;6.323359626
05700;serres;44.421324064;5.71540376
05150;sorbiers;44.36226465;5.573277674
05130;tallard;44.45907133;6.044501043
05120;les vigneaux;44.821555493;6.537145563
06830;gilette;43.848176433;7.161118516
06830;toudon;43.891965757;7.108033544
05110;claret;44.374065284;5.965022565
05130;piegut;44.453184157;6.131485794
05130;venterol;44.442551074;6.087228236
05260;ancelle;44.619107267;6.229122478
05700;la batie montsaleon;44.455896935;5.749349992
05140;la beaume;44.548432656;5.653934209
05260;champoleon;44.74560614;6.272964882
05400;chateauneuf d oze;44.505342688;5.898098469
05130;fouillouse;44.452823783;6.000215944
05130;jarjayes;44.505921111;6.108066359
05130;lettret;44.481210056;6.072122714
05110;monetier allemont;44.393288141;5.933518333
05220;le monetier les bains;44.995713709;6.469820034
05700;montclus;44.414939257;5.669417035
05230;montgardin;44.543771435;6.233478589
05150;moydans;44.409667918;5.509327059
05700;nossage et benevent;44.309821201;5.754356803
05500;le noyer;44.699730703;6.000859431
05150;st andre de rosans;44.364512004;5.521361613
05260;st michel de chaillol;44.688638268;6.169674103
05140;st pierre d argencon;44.519845055;5.690310003
05110;la saulce;44.430853864;6.011359017
05190;theus;44.485334901;6.196755098
05100;val des pres;44.950599019;6.666783248
05560;vars;44.592656172;6.71374133
05400;veynes;44.557376774;5.822928594
05480;villar d arene;45.000169779;6.364130672
06750;andon;43.776942181;6.82324955
06210;mandelieu la napoule;43.538222874;6.9181405090000005
06260;pierlas;44.03461628;7.017204334
06260;puget theniers;43.952143651;6.905490871
06220;vallauris;43.576531338;7.058100886
06270;villeneuve loubet;43.649426788;7.106832372
06260;auvare;44.006897162;6.915237642
06240;beausoleil;43.747692843;7.421685673
06260;st antonin;43.908100267;6.976151704
06230;st jean cap ferrat;43.687081116;7.330302516
06230;villefranche sur mer;43.711978375;7.320874238
06260;st pierre;43.908811401;6.922510856
06260;ascros;43.919400433;7.015400618
06200;nice;43.712363989;7.237937874
06260;puget rostang;43.986830231;6.936307345
06260;st leger;44.002294788;6.8228033880000005
06260;la rochette;43.912488847;6.880350571
06250;mougins;43.596083559;7.001095284
06000;nice;43.712363989;7.237937874
06260;la penne;43.925215318;6.94190649
06260;rigaud;43.993354962;6.974785142
06260;la croix sur roudoule;44.000318237;6.870337707
06260;lieuche;44.001683889;7.032694512
04420;archail;44.111165658;6.330564632
05350;chateau ville vieille;44.767523084;6.800176377
05300;lazer;44.351217454;5.848665825
05340;vallouise pelvoux;44.872925252;6.426552143
05310;la roche de rame;44.765745705;6.616345453
05330;st chaffrey;44.934848757;6.601274423
04410;puimoisson;43.871351854;6.121544923
04410;st jurs;43.898767429;6.192879264
05310;freissinieres;44.736301444;6.460175701
05320;la grave;45.060075151;6.283652963
05300;le poet;44.279225901;5.901443907
05350;st veran;44.684299835;6.890117189
05300;upaix;44.320001015;5.88302729
05300;ventavon;44.385297939;5.888677289
04400;enchastrayes;44.36400889;6.710772982
04400;faucon de barcelonnette;44.413586949;6.678441269
04420;la javie;44.197120293;6.322251467
04420;prads haute bleone;44.213354213;6.463979188
04400;st pons;44.417267861;6.615003273
04400;uvernet fours;44.319111881;6.670341203
05310;champcella;44.718055761;6.530743259
05300;eourres;44.213900484;5.728925992
05300;garde colombe;44.365830958;5.782197824
05350;molines en queyras;44.71654883;6.892208798
05300;val buech meouge;44.248029597;5.822636764
05300;st pierre avez;44.248904177;5.767982778
05300;saleon;44.320301023;5.77522929
04420;beaujeu;44.218434265;6.371540779
04420;le brusquet;44.168338068;6.303394881
04420;marcoux;44.128099152;6.279927689
05300;barret sur meouge;44.264869824;5.728391419
05300;laragne monteglin;44.334172613;5.816091277
04400;barcelonnette;44.379016563;6.651674481
04420;draix;44.130158879;6.371340691
04400;les thuiles;44.390247984;6.56117443
05350;arvieux;44.764278425;6.722280206
05380;chateauroux les alpes;44.642288128;6.483329998
05300;salerans;44.242095003;5.701180793
